2026-01-26 17:44:26,418 - Experiment Config: {'model': 'dinov2_vitb_lora', 'data_path': '/mnt/nvme1n1/lululemon/xjj/datasets/resized/gazefollow_extended', 'ckpt_save_dir': './experiments', 'wandb_project': 'dinov2_vitb_lora', 'exp_name': 'dinov2_vitb_lora', 'log_iter': 10, 'max_epochs': 15, 'batch_size': 60, 'lr': 0.001, 'n_workers': 8}
2026-01-26 17:44:29,931 - Learnable parameters: 3121664
2026-01-26 17:44:36,141 - 
[Epoch 0 Training]
2026-01-26 17:44:42,396 - Iter 0/1891, heatmap Loss=0.7042, Loss=0.7042
2026-01-26 17:44:58,070 - Iter 10/1891, heatmap Loss=0.0687, Loss=0.0687
2026-01-26 17:45:10,800 - Iter 20/1891, heatmap Loss=0.0642, Loss=0.0642
2026-01-26 17:45:22,954 - Iter 30/1891, heatmap Loss=0.0590, Loss=0.0590
2026-01-26 17:45:35,038 - Iter 40/1891, heatmap Loss=0.0549, Loss=0.0549
2026-01-26 17:45:47,536 - Iter 50/1891, heatmap Loss=0.0526, Loss=0.0526
2026-01-26 17:45:59,908 - Iter 60/1891, heatmap Loss=0.0483, Loss=0.0483
2026-01-26 17:46:12,623 - Iter 70/1891, heatmap Loss=0.0486, Loss=0.0486
2026-01-26 17:46:25,086 - Iter 80/1891, heatmap Loss=0.0522, Loss=0.0522
2026-01-26 17:46:37,684 - Iter 90/1891, heatmap Loss=0.0542, Loss=0.0542
2026-01-26 17:46:50,121 - Iter 100/1891, heatmap Loss=0.0490, Loss=0.0490
2026-01-26 17:47:02,690 - Iter 110/1891, heatmap Loss=0.0513, Loss=0.0513
2026-01-26 17:47:14,525 - Iter 120/1891, heatmap Loss=0.0503, Loss=0.0503
2026-01-26 17:47:26,586 - Iter 130/1891, heatmap Loss=0.0527, Loss=0.0527
2026-01-26 17:47:39,035 - Iter 140/1891, heatmap Loss=0.0514, Loss=0.0514
2026-01-26 17:47:51,209 - Iter 150/1891, heatmap Loss=0.0453, Loss=0.0453
2026-01-26 17:48:03,919 - Iter 160/1891, heatmap Loss=0.0502, Loss=0.0502
2026-01-26 17:48:16,335 - Iter 170/1891, heatmap Loss=0.0506, Loss=0.0506
2026-01-26 17:48:28,494 - Iter 180/1891, heatmap Loss=0.0503, Loss=0.0503
2026-01-26 17:48:40,912 - Iter 190/1891, heatmap Loss=0.0486, Loss=0.0486
2026-01-26 17:48:53,434 - Iter 200/1891, heatmap Loss=0.0528, Loss=0.0528
2026-01-26 17:49:05,786 - Iter 210/1891, heatmap Loss=0.0488, Loss=0.0488
2026-01-26 17:49:18,196 - Iter 220/1891, heatmap Loss=0.0535, Loss=0.0535
2026-01-26 17:49:30,858 - Iter 230/1891, heatmap Loss=0.0495, Loss=0.0495
2026-01-26 17:49:43,024 - Iter 240/1891, heatmap Loss=0.0536, Loss=0.0536
2026-01-26 17:49:55,464 - Iter 250/1891, heatmap Loss=0.0475, Loss=0.0475
2026-01-26 17:50:07,629 - Iter 260/1891, heatmap Loss=0.0455, Loss=0.0455
2026-01-26 17:50:20,358 - Iter 270/1891, heatmap Loss=0.0501, Loss=0.0501
2026-01-26 17:50:32,829 - Iter 280/1891, heatmap Loss=0.0437, Loss=0.0437
2026-01-26 17:50:45,687 - Iter 290/1891, heatmap Loss=0.0490, Loss=0.0490
2026-01-26 17:50:57,832 - Iter 300/1891, heatmap Loss=0.0561, Loss=0.0561
2026-01-26 17:51:10,110 - Iter 310/1891, heatmap Loss=0.0483, Loss=0.0483
2026-01-26 17:51:22,786 - Iter 320/1891, heatmap Loss=0.0491, Loss=0.0491
2026-01-26 17:51:35,595 - Iter 330/1891, heatmap Loss=0.0487, Loss=0.0487
2026-01-26 17:51:47,790 - Iter 340/1891, heatmap Loss=0.0484, Loss=0.0484
2026-01-26 17:51:59,782 - Iter 350/1891, heatmap Loss=0.0507, Loss=0.0507
2026-01-26 17:52:12,375 - Iter 360/1891, heatmap Loss=0.0493, Loss=0.0493
2026-01-26 17:52:24,768 - Iter 370/1891, heatmap Loss=0.0465, Loss=0.0465
2026-01-26 17:52:37,376 - Iter 380/1891, heatmap Loss=0.0505, Loss=0.0505
2026-01-26 17:52:49,890 - Iter 390/1891, heatmap Loss=0.0497, Loss=0.0497
2026-01-26 17:53:02,738 - Iter 400/1891, heatmap Loss=0.0486, Loss=0.0486
2026-01-26 17:53:15,295 - Iter 410/1891, heatmap Loss=0.0510, Loss=0.0510
2026-01-26 17:53:27,335 - Iter 420/1891, heatmap Loss=0.0515, Loss=0.0515
2026-01-26 17:53:39,347 - Iter 430/1891, heatmap Loss=0.0487, Loss=0.0487
2026-01-26 17:53:51,776 - Iter 440/1891, heatmap Loss=0.0482, Loss=0.0482
2026-01-26 17:54:04,546 - Iter 450/1891, heatmap Loss=0.0497, Loss=0.0497
2026-01-26 17:54:16,448 - Iter 460/1891, heatmap Loss=0.0508, Loss=0.0508
2026-01-26 17:54:28,444 - Iter 470/1891, heatmap Loss=0.0522, Loss=0.0522
2026-01-26 17:54:40,856 - Iter 480/1891, heatmap Loss=0.0521, Loss=0.0521
2026-01-26 17:54:53,256 - Iter 490/1891, heatmap Loss=0.0456, Loss=0.0456
2026-01-26 17:55:05,378 - Iter 500/1891, heatmap Loss=0.0531, Loss=0.0531
2026-01-26 17:55:16,920 - Iter 510/1891, heatmap Loss=0.0512, Loss=0.0512
2026-01-26 17:55:27,222 - Iter 520/1891, heatmap Loss=0.0467, Loss=0.0467
2026-01-26 17:55:37,560 - Iter 530/1891, heatmap Loss=0.0498, Loss=0.0498
2026-01-26 17:55:47,260 - Iter 540/1891, heatmap Loss=0.0467, Loss=0.0467
2026-01-26 17:55:57,403 - Iter 550/1891, heatmap Loss=0.0462, Loss=0.0462
2026-01-26 17:56:07,951 - Iter 560/1891, heatmap Loss=0.0474, Loss=0.0474
2026-01-26 17:56:17,784 - Iter 570/1891, heatmap Loss=0.0498, Loss=0.0498
2026-01-26 17:56:28,252 - Iter 580/1891, heatmap Loss=0.0465, Loss=0.0465
2026-01-26 17:56:37,989 - Iter 590/1891, heatmap Loss=0.0497, Loss=0.0497
2026-01-26 17:56:48,348 - Iter 600/1891, heatmap Loss=0.0483, Loss=0.0483
2026-01-26 17:56:57,929 - Iter 610/1891, heatmap Loss=0.0520, Loss=0.0520
2026-01-26 17:57:08,444 - Iter 620/1891, heatmap Loss=0.0474, Loss=0.0474
2026-01-26 17:57:18,546 - Iter 630/1891, heatmap Loss=0.0509, Loss=0.0509
2026-01-26 17:57:28,774 - Iter 640/1891, heatmap Loss=0.0498, Loss=0.0498
2026-01-26 17:57:38,934 - Iter 650/1891, heatmap Loss=0.0474, Loss=0.0474
2026-01-26 17:57:48,850 - Iter 660/1891, heatmap Loss=0.0486, Loss=0.0486
2026-01-26 17:57:58,651 - Iter 670/1891, heatmap Loss=0.0507, Loss=0.0507
2026-01-26 17:58:09,372 - Iter 680/1891, heatmap Loss=0.0466, Loss=0.0466
2026-01-26 17:58:19,806 - Iter 690/1891, heatmap Loss=0.0498, Loss=0.0498
2026-01-26 17:58:30,284 - Iter 700/1891, heatmap Loss=0.0467, Loss=0.0467
2026-01-26 17:58:40,173 - Iter 710/1891, heatmap Loss=0.0481, Loss=0.0481
2026-01-26 17:58:50,442 - Iter 720/1891, heatmap Loss=0.0464, Loss=0.0464
2026-01-26 17:59:00,326 - Iter 730/1891, heatmap Loss=0.0481, Loss=0.0481
2026-01-26 17:59:11,015 - Iter 740/1891, heatmap Loss=0.0472, Loss=0.0472
2026-01-26 17:59:20,739 - Iter 750/1891, heatmap Loss=0.0489, Loss=0.0489
2026-01-26 17:59:30,761 - Iter 760/1891, heatmap Loss=0.0500, Loss=0.0500
2026-01-26 17:59:41,129 - Iter 770/1891, heatmap Loss=0.0465, Loss=0.0465
2026-01-26 17:59:51,074 - Iter 780/1891, heatmap Loss=0.0465, Loss=0.0465
2026-01-26 18:00:01,107 - Iter 790/1891, heatmap Loss=0.0486, Loss=0.0486
2026-01-26 18:00:11,694 - Iter 800/1891, heatmap Loss=0.0470, Loss=0.0470
2026-01-26 18:00:21,539 - Iter 810/1891, heatmap Loss=0.0486, Loss=0.0486
2026-01-26 18:00:33,944 - Iter 820/1891, heatmap Loss=0.0476, Loss=0.0476
2026-01-26 18:00:45,687 - Iter 830/1891, heatmap Loss=0.0461, Loss=0.0461
2026-01-26 18:00:57,984 - Iter 840/1891, heatmap Loss=0.0496, Loss=0.0496
2026-01-26 18:01:10,252 - Iter 850/1891, heatmap Loss=0.0471, Loss=0.0471
2026-01-26 18:01:22,819 - Iter 860/1891, heatmap Loss=0.0473, Loss=0.0473
2026-01-26 18:01:34,802 - Iter 870/1891, heatmap Loss=0.0471, Loss=0.0471
2026-01-26 18:01:47,403 - Iter 880/1891, heatmap Loss=0.0438, Loss=0.0438
2026-01-26 18:02:00,035 - Iter 890/1891, heatmap Loss=0.0468, Loss=0.0468
2026-01-26 18:02:12,438 - Iter 900/1891, heatmap Loss=0.0467, Loss=0.0467
2026-01-26 18:02:25,098 - Iter 910/1891, heatmap Loss=0.0440, Loss=0.0440
2026-01-26 18:02:37,223 - Iter 920/1891, heatmap Loss=0.0425, Loss=0.0425
2026-01-26 18:02:49,640 - Iter 930/1891, heatmap Loss=0.0501, Loss=0.0501
2026-01-26 18:03:01,629 - Iter 940/1891, heatmap Loss=0.0447, Loss=0.0447
2026-01-26 18:03:10,879 - Iter 950/1891, heatmap Loss=0.0449, Loss=0.0449
2026-01-26 18:03:20,335 - Iter 960/1891, heatmap Loss=0.0466, Loss=0.0466
2026-01-26 18:03:30,022 - Iter 970/1891, heatmap Loss=0.0477, Loss=0.0477
2026-01-26 18:03:39,171 - Iter 980/1891, heatmap Loss=0.0459, Loss=0.0459
2026-01-26 18:03:48,700 - Iter 990/1891, heatmap Loss=0.0472, Loss=0.0472
