2026-01-27 00:38:08,962 - Experiment Config: {'model': 'dinov2_vitb_multi_output', 'data_path': '/mnt/nvme1n1/lululemon/xjj/datasets/resized/gazefollow_extended', 'ckpt_save_dir': './experiments', 'wandb_project': 'dinov2_vitb_multi_output', 'exp_name': 'dinov2_vitb_multi_output', 'log_iter': 10, 'max_epochs': 15, 'batch_size': 60, 'lr': 0.001, 'n_workers': 8}
2026-01-27 00:38:14,623 - Learnable parameters: 7540840
2026-01-27 00:38:20,368 - 
[Epoch 0 Training]
2026-01-27 00:38:25,410 - Iter 0/1891, heatmap Loss=0.7016, Text Loss=8.1314, Seg Loss=0.6828, Direction Loss=2.1584, Loss=0.8944
2026-01-27 00:38:34,439 - Iter 10/1891, heatmap Loss=0.0739, Text Loss=5.4203, Seg Loss=0.2576, Direction Loss=1.7671, Loss=0.1892
2026-01-27 00:38:43,381 - Iter 20/1891, heatmap Loss=0.0651, Text Loss=4.4731, Seg Loss=0.1755, Direction Loss=1.7321, Loss=0.1620
2026-01-27 00:38:52,662 - Iter 30/1891, heatmap Loss=0.0598, Text Loss=4.0687, Seg Loss=0.1340, Direction Loss=1.7290, Loss=0.1484
2026-01-27 00:39:01,620 - Iter 40/1891, heatmap Loss=0.0610, Text Loss=3.8139, Seg Loss=0.1296, Direction Loss=1.8113, Loss=0.1483
2026-01-27 00:39:10,425 - Iter 50/1891, heatmap Loss=0.0582, Text Loss=3.8770, Seg Loss=0.1140, Direction Loss=1.6957, Loss=0.1422
2026-01-27 00:39:19,224 - Iter 60/1891, heatmap Loss=0.0595, Text Loss=3.6542, Seg Loss=0.2221, Direction Loss=1.4869, Loss=0.1480
2026-01-27 00:39:28,812 - Iter 70/1891, heatmap Loss=0.0598, Text Loss=3.2504, Seg Loss=0.1271, Direction Loss=1.5121, Loss=0.1352
2026-01-27 00:39:36,919 - Iter 80/1891, heatmap Loss=0.0578, Text Loss=2.6723, Seg Loss=0.1672, Direction Loss=1.3567, Loss=0.1284
2026-01-27 00:39:42,472 - Iter 90/1891, heatmap Loss=0.0598, Text Loss=2.4506, Seg Loss=0.1861, Direction Loss=1.4475, Loss=0.1319
2026-01-27 00:39:48,277 - Iter 100/1891, heatmap Loss=0.0560, Text Loss=2.2430, Seg Loss=0.1501, Direction Loss=1.5474, Loss=0.1244
2026-01-27 00:39:53,541 - Iter 110/1891, heatmap Loss=0.0557, Text Loss=2.3417, Seg Loss=0.2333, Direction Loss=1.4948, Loss=0.1324
2026-01-27 00:39:59,050 - Iter 120/1891, heatmap Loss=0.0590, Text Loss=2.0056, Seg Loss=0.1673, Direction Loss=1.3696, Loss=0.1232
2026-01-27 00:40:05,092 - Iter 130/1891, heatmap Loss=0.0550, Text Loss=2.1103, Seg Loss=0.1667, Direction Loss=1.4629, Loss=0.1220
2026-01-27 00:40:10,022 - Iter 140/1891, heatmap Loss=0.0567, Text Loss=2.0451, Seg Loss=0.1495, Direction Loss=1.1974, Loss=0.1161
2026-01-27 00:40:15,353 - Iter 150/1891, heatmap Loss=0.0549, Text Loss=2.0399, Seg Loss=0.1506, Direction Loss=1.1233, Loss=0.1128
2026-01-27 00:40:20,481 - Iter 160/1891, heatmap Loss=0.0541, Text Loss=2.0140, Seg Loss=0.1988, Direction Loss=1.1821, Loss=0.1177
2026-01-27 00:40:26,261 - Iter 170/1891, heatmap Loss=0.0556, Text Loss=1.9250, Seg Loss=0.1249, Direction Loss=1.3981, Loss=0.1153
2026-01-27 00:40:31,512 - Iter 180/1891, heatmap Loss=0.0617, Text Loss=1.9744, Seg Loss=0.1774, Direction Loss=1.3998, Loss=0.1272
2026-01-27 00:40:37,181 - Iter 190/1891, heatmap Loss=0.0543, Text Loss=2.0040, Seg Loss=0.1401, Direction Loss=1.2992, Loss=0.1143
2026-01-27 00:40:43,060 - Iter 200/1891, heatmap Loss=0.0525, Text Loss=2.0496, Seg Loss=0.1429, Direction Loss=1.2495, Loss=0.1123
2026-01-27 00:40:49,218 - Iter 210/1891, heatmap Loss=0.0548, Text Loss=1.9201, Seg Loss=0.1297, Direction Loss=1.1922, Loss=0.1109
2026-01-27 00:40:54,096 - Iter 220/1891, heatmap Loss=0.0548, Text Loss=1.9643, Seg Loss=0.1489, Direction Loss=1.1588, Loss=0.1125
2026-01-27 00:40:59,487 - Iter 230/1891, heatmap Loss=0.0564, Text Loss=1.9882, Seg Loss=0.1629, Direction Loss=1.2264, Loss=0.1171
2026-01-27 00:41:04,557 - Iter 240/1891, heatmap Loss=0.0555, Text Loss=1.9880, Seg Loss=0.1675, Direction Loss=1.2833, Loss=0.1178
2026-01-27 00:41:10,054 - Iter 250/1891, heatmap Loss=0.0529, Text Loss=1.9369, Seg Loss=0.2304, Direction Loss=1.2793, Loss=0.1209
2026-01-27 00:41:14,879 - Iter 260/1891, heatmap Loss=0.0569, Text Loss=1.8485, Seg Loss=0.2108, Direction Loss=1.3345, Loss=0.1232
2026-01-27 00:41:20,524 - Iter 270/1891, heatmap Loss=0.0521, Text Loss=2.0692, Seg Loss=0.1339, Direction Loss=1.3342, Loss=0.1129
2026-01-27 00:41:25,949 - Iter 280/1891, heatmap Loss=0.0541, Text Loss=1.8926, Seg Loss=0.1565, Direction Loss=1.3204, Loss=0.1151
2026-01-27 00:41:30,898 - Iter 290/1891, heatmap Loss=0.0571, Text Loss=1.7891, Seg Loss=0.1692, Direction Loss=1.3012, Loss=0.1179
2026-01-27 00:41:36,884 - Iter 300/1891, heatmap Loss=0.0561, Text Loss=1.8531, Seg Loss=0.1670, Direction Loss=1.3050, Loss=0.1174
2026-01-27 00:41:42,081 - Iter 310/1891, heatmap Loss=0.0528, Text Loss=1.8391, Seg Loss=0.1559, Direction Loss=1.2560, Loss=0.1119
2026-01-27 00:41:48,292 - Iter 320/1891, heatmap Loss=0.0581, Text Loss=1.9255, Seg Loss=0.2043, Direction Loss=1.5497, Loss=0.1288
2026-01-27 00:41:53,848 - Iter 330/1891, heatmap Loss=0.0579, Text Loss=1.8467, Seg Loss=0.2247, Direction Loss=1.1658, Loss=0.1221
2026-01-27 00:41:58,790 - Iter 340/1891, heatmap Loss=0.0575, Text Loss=1.7549, Seg Loss=0.1772, Direction Loss=1.3679, Loss=0.1201
2026-01-27 00:42:04,164 - Iter 350/1891, heatmap Loss=0.0531, Text Loss=1.7931, Seg Loss=0.1527, Direction Loss=1.3213, Loss=0.1128
2026-01-27 00:42:08,986 - Iter 360/1891, heatmap Loss=0.0532, Text Loss=1.7266, Seg Loss=0.1228, Direction Loss=1.2536, Loss=0.1079
2026-01-27 00:42:14,269 - Iter 370/1891, heatmap Loss=0.0566, Text Loss=1.8647, Seg Loss=0.1783, Direction Loss=1.2662, Loss=0.1184
2026-01-27 00:42:19,377 - Iter 380/1891, heatmap Loss=0.0551, Text Loss=1.8721, Seg Loss=0.2096, Direction Loss=1.0418, Loss=0.1157
2026-01-27 00:42:24,829 - Iter 390/1891, heatmap Loss=0.0560, Text Loss=1.9915, Seg Loss=0.1961, Direction Loss=1.3668, Loss=0.1228
